고객ID,나이,멤버십등급,월평균구매금액,구매횟수,리뷰점수,이탈여부,멤버십등급_Encoder,거주지역_경기,거주지역_기타,거주지역_대구,거주지역_부산,거주지역_서울,성별_남,성별_여,가입경로_광고,가입경로_앱,가입경로_웹,가입경로_지인추천,쿠폰사용여부_N,쿠폰사용여부_Y,Buy
C0367,42.0,VIP,0.8230357761116991,2.049890993556653,4.4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.20313744285842372
C0368,34.0,브론즈,-0.36722834471920157,-0.6302889936605877,3.4,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.16106338346934224
C0369,19.0,실버,-0.21226597906396008,-0.6302889936605877,4.0,0,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0.0021000711263320436
C0370,58.0,골드,-0.10625506308729529,0.7098009999480325,4.5,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.35350401918285473
C0371,35.0,브론즈,-0.43768365055410074,-0.853637325928691,3.4,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.10834461661058073
C0372,52.0,실버,-0.4643694269531622,0.7098009999480325,3.9,1,3,0,0,0,0,1,1,0,1,0,0,0,1,0,-0.5248980585197822
C0373,39.0,VIP,0.847007655553227,2.719935990360963,4.5,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,-0.2777854719854401
C0374,37.0,VIP,0.7000675933154782,1.156497664484239,4.2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,-0.08686788805037149
C0375,64.0,VIP,0.7938723595953077,2.9432843226290664,4.4,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.3132526137681165
C0376,22.0,골드,0.0611152945072424,0.26310433541182576,3.7366315789473683,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.16907628204457523
C0377,56.0,브론즈,-0.6714848467222345,-0.4069406613924843,3.3,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.5249948269737083
C0378,56.0,브론즈,-0.46660340335932043,-0.4069406613924843,2.5,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.3452244897249971
C0379,37.0,실버,-0.21738669442862477,-0.6302889936605877,3.5,1,3,0,0,1,0,0,0,1,0,0,1,0,0,1,-0.003291648375154407
C0380,31.0,실버,-0.26912928873163616,0.039756003143722386,3.7,0,3,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.3146798431810345
C0381,18.0,실버,-0.20402389932309742,-0.18359232912438098,3.6,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.20454647949224253
C0382,66.0,실버,0.09910426295791981,0.039756003143722386,3.6,0,3,0,0,1,0,0,0,1,0,1,0,0,1,0,-0.0723538349529582
C0383,67.0,실버,-0.1192963280436155,-0.18359232912438098,3.9,0,3,0,1,0,0,0,1,0,0,0,1,0,1,0,-0.14082389585069485
C0384,30.0,골드,0.2816287408139897,1.156497664484239,3.7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,-0.2563232473527708
C0385,19.0,브론즈,-0.4007092946996805,-0.853637325928691,2.6,1,2,0,0,0,0,1,0,1,1,0,0,0,1,0,-0.05968067482746054
C0386,24.0,브론즈,-0.3289009508301924,-0.853637325928691,3.2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0.03483015531021395
C0387,21.0,브론즈,-0.5175424847133507,-0.4069406613924843,3.6,1,2,1,0,0,0,0,1,0,0,0,0,1,1,0,-0.3899202693126722
C0388,61.0,브론즈,-0.7282347806046839,-0.6302889936605877,4.0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,1,-0.5411753994500091
C0389,64.0,골드,0.14173687287214887,0.9331493322161358,4.4,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,-0.277151713849155
C0390,25.0,실버,-0.12187136416194222,-0.4069406613924843,3.1,0,3,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.04274421659858089
C0391,56.0,브론즈,-0.6056444570695253,-1.3003339904648978,3.2,1,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0.08404478007936014
C0392,27.0,골드,0.1431176379403055,0.4864526676799291,3.7366315789473683,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,-0.18328342761251085
C0393,37.0,실버,-0.29175326293474235,-0.4069406613924843,3.8,0,3,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.19180469632558847
C0394,49.0,브론즈,-0.3263510810258198,-0.4069406613924843,3.5,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.22216206458800075
C0395,55.0,브론즈,-0.41138462728568653,-0.4069406613924843,2.9,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,-0.29677355227413826
C0396,63.0,브론즈,-0.42244825397894564,-0.853637325928691,3.3,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.08829249035055124
C0397,20.0,실버,-0.1433547530640653,0.4864526676799291,3.9,0,3,0,0,0,0,1,0,1,0,0,1,0,0,1,-0.33410012676689327
C0398,28.0,브론즈,-0.5002749963300553,-0.18359232912438098,3.6,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,-0.4273533536047511
C0399,32.0,브론즈,-0.4737441912291294,-0.853637325928691,3.0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,-0.15580583700308268
C0400,34.0,브론즈,-0.6299808333103523,-1.3003339904648978,3.2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0.01998394822829593
C0401,69.0,실버,-0.46063709168670885,0.4864526676799291,3.7366315789473683,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.5011370787163746
C0402,58.0,브론즈,-0.4791084344922323,-0.853637325928691,3.1,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.162866006567468
C0403,34.0,골드,0.1996531578467052,0.7098009999480325,3.9,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,-0.20709591344183584
C0404,68.0,브론즈,-0.35943072181689634,-1.0769856581967945,3.7366315789473683,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0.24048388732249773
C0405,43.0,실버,-0.036043735088495364,-0.6302889936605877,3.8,0,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0.1876485427314183
C0406,44.0,실버,-0.036194840854880284,-0.853637325928691,3.7,1,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0.42007643658381383
C0407,40.0,실버,-0.32635705202658866,0.039756003143722386,2.8,1,3,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.35234011442861074
C0408,25.0,브론즈,-0.5358688008954937,-1.3003339904648978,3.4,1,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0.26771578077516506
C0409,66.0,골드,0.21731855590538962,2.049890993556653,3.7,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,-0.3907179292920443
C0410,18.0,골드,0.44912660903975066,0.26310433541182576,4.3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.05789376048312163
C0411,27.0,브론즈,-0.32882896908996956,-1.5236823227330012,2.8,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,2.3682752167430134
C0412,29.0,브론즈,-0.3695848889409029,-0.6302889936605877,3.3,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,-0.16354464331907695
C0413,32.0,VIP,0.6371022764609217,2.4965876580928597,4.4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.3114695793000637
C0414,24.0,실버,-0.3133830301008013,-0.18359232912438098,3.8,1,3,0,1,0,0,0,0,1,1,0,0,0,1,0,-0.2867941617132098
C0415,18.0,브론즈,-0.40692705225877507,-0.6302889936605877,3.7366315789473683,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.20286306972058954
C0416,53.0,브론즈,-0.6204304978362565,-1.5236823227330012,3.2,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0.8331052871138865
C0417,68.0,실버,-0.2405308764377684,-0.4069406613924843,3.1,1,3,0,0,0,0,1,0,1,0,0,1,0,1,0,-0.14686033462986428
C0418,24.0,골드,0.15007649972124162,0.26310433541182576,3.5,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,-0.11703777756162183
C0419,33.0,실버,-0.033605820264016456,-1.0769856581967945,3.5,0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0.8122648302401603
C0420,44.0,VIP,0.6408412072924277,1.8265426612885494,3.7366315789473683,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.22935389588472865
C0421,43.19565217391305,실버,-0.48920196665222154,-1.0769856581967945,3.5,0,3,0,0,0,0,1,0,1,0,0,0,1,1,0,0.012751984751819946
C0422,54.0,브론즈,-0.43906870796006453,-1.5236823227330012,3.6,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,1.78790537817888
C0423,57.0,실버,-0.29257268279897636,-0.4069406613924843,3.7366315789473683,1,3,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.19252368474603168
C0424,48.0,브론즈,-0.4912492803923642,-1.3003339904648978,2.9,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0.38516809051678014
C0425,39.0,브론즈,3.432631227864077,-0.6302889936605877,3.2,1,2,0,0,0,0,1,1,0,0,1,0,0,0,1,3.8398965413455324
C0426,28.0,브론즈,-0.5269921463607934,-0.6302889936605877,3.4,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.32928238093337886
C0427,62.0,브론즈,-0.4067651708872615,-0.4069406613924843,3.4,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.2927202753105452
C0428,59.0,골드,-0.010153913612144926,1.156497664484239,4.9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,-0.37448659248289956
C0429,19.0,브론즈,-0.5544839014682502,-0.4069406613924843,3.0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,1,-0.42233399521907405
C0430,55.0,실버,-0.13630000767611083,-0.18359232912438098,3.7,0,3,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.1536121580566499
C0431,22.0,실버,-0.28297559619232204,0.039756003143722386,3.9,1,3,0,0,0,0,1,0,1,1,0,0,0,0,1,-0.32379177879975124
C0432,56.0,실버,-0.39536976845766636,0.039756003143722386,3.7,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.3977557915525091
C0433,43.19565217391305,골드,0.23858575440696767,0.7098009999480325,3.9,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.18846271784949792
C0434,24.0,골드,0.28994439565417707,0.4864526676799291,3.5,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,-0.10598478508605357
C0435,40.0,골드,0.15796128961673486,0.4864526676799291,3.9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,-0.17546881573529746
C0436,24.0,브론즈,-0.7176231935481512,-1.3003339904648978,2.9,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,-0.21071771608954826
C0437,47.0,실버,-0.13382191787274372,0.039756003143722386,3.0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.2256371828541067
C0438,66.0,실버,-0.4011414578778982,-0.18359232912438098,3.4,0,3,0,0,0,0,1,1,0,0,0,1,0,0,1,-0.35279621594217375
C0439,22.0,브론즈,-0.4611747848045151,-1.0769856581967945,2.9,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0.061936096794298456
C0440,38.0,브론즈,-0.5963412032066995,-1.0769856581967945,3.5,0,2,0,0,0,0,1,0,1,1,0,0,0,0,1,-0.17526364391447352
C0441,68.0,브론즈,-0.6271170546715011,-1.3003339904648978,3.5,1,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0.027522294941326523
C0442,33.0,실버,-0.26352147662367537,0.26310433541182576,3.3,1,3,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.35897492414581045
C0443,24.0,실버,-0.23430071405556277,-0.18359232912438098,3.6,1,3,0,0,0,0,1,0,1,0,1,0,0,1,0,-0.22731730639137704
C0444,43.0,브론즈,-0.5688556235726568,-1.3003339904648978,2.6,1,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0.18088431170552
C0445,44.0,골드,0.22956322615265567,1.156497664484239,3.9,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.2774082408744211
C0446,52.0,VIP,0.6305170267916865,1.6031943290204458,4.7,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,-0.1987437752307559
C0447,34.0,브론즈,-0.38531388338826267,-1.5236823227330012,3.6,1,2,0,0,1,0,0,0,1,1,0,0,0,0,1,2.0709038611083694
C0448,67.0,VIP,0.7126885573398767,2.2732393258247563,4.2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.26539615299740626
C0449,45.0,브론즈,-0.5748835511471136,-1.0769856581967945,3.7,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,-0.13760821466718545
C0450,32.0,VIP,0.5830756300549675,1.6031943290204458,3.9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.21539448942121173
C0451,67.0,VIP,0.4947671456726913,1.8265426612885494,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,-0.2774178814932632
C0452,66.0,브론즈,-0.46321608315314866,-0.4069406613924843,3.6,1,2,0,0,0,0,1,1,0,0,0,1,0,1,0,-0.342252333311816
C0453,43.0,골드,0.12298028280144283,0.7098009999480325,4.8,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,-0.24379165951502363
C0454,19.0,VIP,0.412882985679204,1.3798459967523424,4.7,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,-0.24171840209721315
C0455,49.0,VIP,0.620387933638396,2.049890993556653,4.5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.26589408836524725
C0456,43.19565217391305,VIP,4.653280569230607,1.6031943290204458,3.6,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1.2131431127683316
C0457,25.0,실버,-0.03555315544712825,0.7098009999480325,2.9,0,3,0,0,0,1,0,1,0,0,1,0,0,0,1,-0.3196659865262998
C0458,43.19565217391305,브론즈,-0.6884640643925497,-0.853637325928691,3.4,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,-0.43841023039522475
C0459,61.0,골드,0.00018631189829260684,-0.18359232912438098,4.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,-0.050962444584772046
C0460,23.0,실버,-0.08817374987393432,0.039756003143722386,3.3,0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.1955971762242876
C0461,55.0,실버,-0.06028841647499568,0.7098009999480325,3.7,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,-0.331504317320558
C0462,43.19565217391305,실버,-0.29776585085799673,0.4864526676799291,3.7,1,3,1,0,0,0,0,1,0,0,0,1,0,0,1,-0.41539163273170354
C0463,56.0,실버,-0.2850095443346958,0.7098009999480325,4.1,1,3,0,0,0,0,1,0,1,0,1,0,0,0,1,-0.4390561658765417
C0464,43.19565217391305,브론즈,-0.4264374104486846,-1.3003339904648978,3.4,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0.5557728782357431
C0465,18.0,골드,-0.099894948985881,1.156497664484239,4.6,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-0.41082905758267585
C0466,68.0,브론즈,-0.7063634695965164,-1.0769856581967945,3.3,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.3683386204386299
C0467,26.0,골드,0.13132510296671826,0.7098009999480325,4.1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,-0.23979781682123394
C0468,48.0,골드,0.3381683005282875,0.039756003143722386,4.5,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0.0849686949183934
C0469,27.0,실버,-0.26282320309502333,-0.4069406613924843,3.3,0,3,0,0,1,0,0,0,1,0,0,0,1,0,1,-0.16642042272498042
C0470,66.0,실버,-0.20218492048396594,-0.4069406613924843,4.8,0,3,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.11321421558272023
C0471,56.0,브론즈,-0.3679587165413542,-0.4069406613924843,3.5,1,2,0,0,0,0,1,1,0,1,0,0,0,0,1,-0.2586700984341886
C0472,59.0,VIP,0.9189767002279673,2.2732393258247563,4.7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-0.2050612776849665
C0473,40.0,골드,0.09786689991409442,0.9331493322161358,4.3,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.2963982588371059
C0474,42.0,브론즈,-0.49796857359806,-1.5236823227330012,4.1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,1,1.4778202322765102
C0475,50.0,브론즈,-0.2901911726950715,-1.0769856581967945,3.6,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0.36199042195317127
C0476,58.0,브론즈,-0.6680603069356936,-1.0769856581967945,2.7,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,-0.301121479088924
C0477,62.0,실버,-0.09748287949124113,0.26310433541182576,4.3,0,3,1,0,0,0,0,1,0,0,0,1,0,0,1,-0.26184943826199525
C0478,18.0,VIP,0.565858622662538,2.2732393258247563,4.4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.3083407724838342
C0479,43.19565217391305,골드,0.17462373108332915,1.156497664484239,4.1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,-0.2996571114589995
C0480,23.0,브론즈,-0.5234798411344401,-1.3003339904648978,2.8,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0.3003273356019279
C0481,32.0,골드,0.0547990708472187,-0.4069406613924843,4.3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0.11227276864988565
C0482,43.19565217391305,브론즈,-0.6071474044652398,-1.5236823227330012,3.0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0.9030356664343019
C0483,31.0,골드,0.19427753193475814,1.3798459967523424,4.1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,-0.3239236636217007
C0484,59.0,브론즈,-0.383579652942541,-1.0769856581967945,3.2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0.1981056082417202
C0485,42.0,실버,-0.2282487876253047,-0.6302889936605877,4.5,0,3,0,0,0,0,1,0,1,0,0,1,0,0,1,-0.014728597227971022
C0486,30.0,VIP,0.6888407723801343,2.4965876580928597,5.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-0.29713361678210937
C0487,35.0,브론즈,-0.4315289146603346,-0.18359232912438098,3.3,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.37565025539156893
C0488,45.0,실버,-0.32337355702354104,-0.18359232912438098,3.7,1,3,0,0,0,0,1,1,0,0,0,1,0,1,0,-0.2943079164195433
C0489,57.0,VIP,0.7644969072320343,1.6031943290204458,4.4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,-0.15172027149910827
C0490,49.0,브론즈,-0.4034881609141455,-0.853637325928691,3.7,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,-0.06333809036747026
C0491,66.0,브론즈,-0.2018810316237007,-0.853637325928691,3.7366315789473683,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0.20200791434674822
C0492,63.0,실버,-0.2560860404985506,0.4864526676799291,3.5,0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,-0.3934488151437553
C0493,57.0,브론즈,-0.5478250949124249,-0.6302889936605877,3.7,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.3512178737269039
C0494,49.0,브론즈,-0.4091803110180229,-0.6302889936605877,3.1,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,-0.20523557792090172
C0495,43.19565217391305,실버,6.534189514897114,0.26310433541182576,3.7,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,3.6173955966349722
C0496,39.0,골드,0.10258553414578775,0.26310433541182576,3.5,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.14481796353204685
C0497,24.0,브론즈,-0.5416197531420733,-0.4069406613924843,3.6,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,-0.41104652942883213
C0498,37.0,브론즈,-0.4349235153384544,-1.0769856581967945,4.1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0.10800371021657648
C0499,66.0,골드,0.06953612917903282,-0.4069406613924843,4.4,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.12520359294943617
C0500,43.19565217391305,실버,-0.25997628203670103,-1.0769856581967945,4.3,1,3,0,0,0,0,1,0,1,0,0,1,0,0,1,0.41501368257093996
